Place ID,Facility,Facility Group,Type,Location,X Coordinate,Y Coordinate,Latitude,Longitude,Geometry
3275,Griffy Lake Nature Preserve,Parks,Nature Park/Preserve,3400 N Headley RD,3115211,1439655,39.199569,-86.510073,POINT (-86.510077992428 39.199576166561)
3313,Realtors Plaza,Parks,Park Plaza Area,South side of 3rd ST Bridge on the B-Line Trail,3107884,1426824,39.164466,-86.536199,POINT (-86.536204098449 39.16447364879)
2913,Polly Grimshaw Trail East Trail Head,Parks,Trailhead,At E Longview AVE and Glenwood Ave W,3120926,1428189,39.167989,-86.490172,POINT (-86.490177639044 39.16799614438)
1832,Winslow Sports Complex,Parks,Sports Park,2801 S Highland AVE,3113842,1417253,39.137837,-86.51607,POINT (-86.515403313299 39.138096364739)
4350,CBU Southeast Booster Station & Tank,Operational Facility,Government Operations,4101 S Harrell RD,3119207,1410518,39.119505,-86.496638,POINT (-86.496643165317 39.119512030248)
3314,Seminary Square Plaza,Parks,Park Plaza Area,West side of the W 2nd ST Kroger Grocery Store on B-Line Tra,3107895,1425268,39.160194,-86.536193,POINT (-86.536198398859 39.16020153292)
1792,Building Trades Park,Parks,Neighborhood Park,619 W Howe ST,3106615,1426014,39.162269,-86.540628,POINT (-86.540696571373 39.162270752037)
5043,Carlisle Parking Lot,Parking Facility,Parking,"Title 15 Lot 23, commonly know as Carlisle Lot",3111812,1422589,39.1527733,-86.5224377,POINT (-86.522443568047 39.152780789759)
873,Mills Pool,Parks,Swimming Pool,1100 W 14th ST,3105426,1431028,39.176049,-86.54478,POINT (-86.544784713551 39.176055933572)
4968,Switchyard Park Rogers Entrance,Parks,Entrance,"1601 S Rogers St, Bloomington, IN 47403",3107183,1420723,39.147728,-86.5388,POINT (-86.538805184572 39.147735422084)
,IU Health Bloomington Hospital,Healthcare,Hospital,"2651 E Discovery Parkway, Bloomington, IN 47408",,,39.17734385,-86.50352701223837,POINT (-86.50352701223837 39.17734385)
,Brickyard Healthcare - Bloomington Care Center,Healthcare,Nursing Home,"155 E Burks Drive, Bloomington, IN 47401",,,39.1267477323763,-86.5292347818554,POINT (-86.5292347818554 39.1267477323763)
,Bloomington Regional Rehabilitation Hospital,Healthcare,Specialized Hospital,"3050 N Lintel Drive, Bloomington, IN 47404",,,39.25007,-86.580849,POINT (-86.580849 39.25007)
,Hearthstone Health Campus,Healthcare,Assisted Living Facility,"3043 N Lintel Drive, Bloomington, IN 47404",,,39.25007,-86.580849,POINT (-86.580849 39.25007)
,Majestic Care of Bloomington,Healthcare,Nursing Home,"1100 S Curry Pike, Bloomington, IN 47403",,,39.149369323991316,-86.58255630702538,POINT (-86.58255630702538 39.149369323991316)
,Indiana University Student Health Center,Healthcare,Medical Center,"600 N Eagleson Avenue, Bloomington, IN 47405",,,39.17211865,-86.51518279610724,POINT (-86.51518279610724 39.17211865)
,Bloomington Meadows Hospital,Healthcare,Mental Health Clinic,"3600 N Prow Road, Bloomington, IN 47404",,,39.20605315,-86.55098737289987,POINT (-86.55098737289987 39.20605315)
,Stonecroft Health Campus,Healthcare,Assisted Living Facility,"363 S Fieldstone Boulevard, Bloomington, IN 47403",,,39.16487,-86.605339,POINT (-86.605339 39.16487)
,HealthNet Bloomington Health Center,Healthcare,Medical Clinic,"811 W 2nd Street, Bloomington, IN 47403",,,39.16134305544695,-86.54247940838711,POINT (-86.54247940838711 39.16134305544695)
,Bloomington Hospital Home Health,Healthcare,Home Health Care Service,"333 E Miller Drive, Bloomington, IN 47401",,,39.146989899331416,-86.52998628059434,POINT (-86.52998628059434 39.146989899331416)
,Bell Trace Health & Living,Healthcare,Assisted Living Facility,"725 Bell Trace Circle, Bloomington, IN 47408",,,39.1689974,-86.4888937,POINT (-86.4888937 39.1689974)
,IU Health Primary Care - Landmark,Healthcare,Medical Clinic,"550 S Landmark Avenue, Bloomington, IN 47403",,,39.1606926,-86.5550396,POINT (-86.5550396 39.1606926)
,IU Health Urgent Care - Bloomington,Healthcare,Urgent Care Center,"326 S Woodscrest Drive, Bloomington, IN 47401",,,39.16384763118611,-86.50255477096619,POINT (-86.50255477096619 39.16384763118611)
,Aperion Care Monroe,Healthcare,Nursing Home,"120 E Miller Drive, Bloomington, IN 47401",,,39.14697075345173,-86.52673161262301,POINT (-86.52673161262301 39.14697075345173)
,IU Health Primary Care - Liberty,Healthcare,Medical Clinic,"1520 Liberty Drive, Bloomington, IN 47403",,,39.147347,-86.577085,POINT (-86.577085 39.147347)
,Monroe Hospital,Healthcare,Hospital,"4011 S Monroe Medical Park Blvd, Bloomington, IN 47403",,,39.1203582,-86.57181037497892,POINT (-86.57181037497892 39.1203582)
,Regional Academic Health Center (RAHC),Education,University,"2631 E Discovery Parkway, Bloomington, IN 47408",,,39.17535409755241,-86.49958572570831,POINT (-86.49958572570831 39.17535409755241)
,Activate by Everside Health,Healthcare,Medical Clinic,"119 W 7th Street #264, Bloomington, IN 47404",,,39.168632,-86.5441565,POINT (-86.5441565 39.168632)
,Golden LivingCenter - Bloomington,Healthcare,Nursing Home,"155 E Burks Drive, Bloomington, IN 47401",,,39.1267477323763,-86.5292347818554,POINT (-86.5292347818554 39.1267477323763)
,The Cook Family Health Center,Healthcare,Medical Center,"402 N Rogers Street, Bloomington, IN 47404",,,39.1698314,-86.53831054245512,POINT (-86.53831054245512 39.1698314)
,Bloomington Police Department,Public Safety,Police Department,"220 E 3rd St, Bloomington, IN",,,39.1643493,-86.53151727500001,POINT (-86.53151727500001 39.1643493)
,Indiana University Police Department (IUPD),Public Safety,Police Department,"1469 E 17th St, Bloomington, IN",,,39.17927895,-86.5133414746048,POINT (-86.5133414746048 39.17927895)
,Monroe County Sheriff's Department,Public Safety,Sheriff's Department,"301 N College Ave, Bloomington, IN",,,39.1690926,-86.53522720000001,POINT (-86.53522720000001 39.1690926)
,Indiana State Police,Public Safety,State Police,"1500 N Packing House Rd, Bloomington, IN",,,39.179009,-86.563243,POINT (-86.563243 39.179009)
,Bloomington Police Substation,Public Safety,Police Substation,"245 W Grimes Ln, Bloomington, IN",,,39.15327803478663,-86.53543089245797,POINT (-86.53543089245797 39.15327803478663)
,Bloomington Fire Department,Public Safety,Fire Station,"300 E 4th St, Bloomington, IN",,,39.1652852,-86.5308885238536,POINT (-86.5308885238536 39.1652852)
,Bloomington Fire Station #4,Public Safety,Fire Station,"2201 E 3rd St, Bloomington, IN",,,39.164544,-86.50657850660527,POINT (-86.50657850660527 39.164544)
,Bloomington Fire Station #5,Public Safety,Fire Station,"1987 S Henderson St, Bloomington, IN",,,39.14443,-86.526853,POINT (-86.526853 39.14443)
,Monroe Fire Protection District Station 22,Public Safety,Fire Station,"3953 S Kennedy Dr, Bloomington, IN",,,39.12248027224351,-86.52839244154579,POINT (-86.52839244154579 39.12248027224351)
,Bloomington Fire Station #3,Public Safety,Fire Station,"810 N Woodlawn Ave, Bloomington, IN",,,39.17387865,-86.52318631412268,POINT (-86.52318631412268 39.17387865)
,Bloomington Fire Station #2,Public Safety,Fire Station,"209 S Fairfield Dr, Bloomington, IN",,,39.1653607,-86.56968974717483,POINT (-86.56968974717483 39.1653607)
,Monroe Fire Protection District Station 29,Public Safety,Fire Station,"2130 S Kirby Rd, Bloomington, IN",,,39.1636996,-86.5291743,POINT (-86.5291743 39.1636996)
,Monroe Fire Protection District,Public Safety,Fire Station,"285 East Rhorer Road, Bloomington, IN",,,39.12152914285714,-86.52702814285715,POINT (-86.52702814285715 39.12152914285714)
,Ellettsville Fire Department Station 8,Public Safety,Fire Station,"900 N Curry Pike, Bloomington, IN",,,39.174704,-86.582916,POINT (-86.582916 39.174704)
,Ellettsville Fire Department,Public Safety,Fire Station,"5080 IN-46, Bloomington, IN",,,39.2075465,-86.6013836,POINT (-86.6013836 39.2075465)
,Van Buren Fire Department Station 19,Public Safety,Fire Station,"2130 S Kirby Rd, Bloomington, IN",,,39.1636996,-86.5291743,POINT (-86.5291743 39.1636996)
,Benton Township Volunteer Fire Department,Public Safety,Fire Station,"7606 E State Rd 45, Bloomington, IN",,,39.1862838,-86.5240522,POINT (-86.5240522 39.1862838)
,MFD Station 25,Public Safety,Fire Station,"5081 Old State Rd 37, Bloomington, IN",,,39.184303506936104,-86.5352558181013,POINT (-86.5352558181013 39.184303506936104)
,United States Postal Service,Government Services,Post Office,"520 S Walnut St, Bloomington, IN",,,39.16088685503416,-86.53375640139382,POINT (-86.53375640139382 39.16088685503416)
,United States Postal Service,Government Services,Post Office,"3210 E 10th St, Bloomington, IN",,,39.17093825,-86.49346124313047,POINT (-86.49346124313047 39.17093825)
,United States Postal Service,Government Services,Post Office,"4738 W Vernal Pike, Bloomington, IN",,,39.179137749999995,-86.5574584,POINT (-86.5574584 39.179137749999995)
,United States Postal Service,Government Services,Post Office,"Clear Creek, IN",,,39.1092143,-86.5399968,POINT (-86.5399968 39.1092143)
,USPS COLLECTION BOX,Government Services,Post Office,"Bloomington, IN",,,39.1670396,-86.5342881,POINT (-86.5342881 39.1670396)
,USPS COLLECTION BOX,Government Services,Post Office,"119 W 7th St, Bloomington, IN",,,39.168323349999994,-86.53448956150235,POINT (-86.53448956150235 39.168323349999994)
,The UPS Store,Government Services,Shipping Service,"885 S College Mall Rd, Bloomington, IN",,,39.157243987374336,-86.49770370553732,POINT (-86.49770370553732 39.157243987374336)
,Bloomington BMV Branch,Government Services,DMV,"1531 S Curry Pike Suite 500, Bloomington, IN",,,39.1612988,-86.5827063,POINT (-86.5827063 39.1612988)
,Monroe County Division of Family Resources,Government Services,Social Services Office,"1531 S Curry Pike Suite 300, Bloomington, IN",,,39.1612988,-86.5827063,POINT (-86.5827063 39.1612988)
,Family Social Services Administration,Government Services,Government Office,"1531 S Curry Pike Suite 300, Bloomington, IN",,,39.1612988,-86.5827063,POINT (-86.5827063 39.1612988)
,Community & Family Resources Department,Government Services,City Government Office,"401 N Morton St Suite 260, Bloomington, IN",,,39.1709259,-86.5361163,POINT (-86.5361163 39.1709259)
,Social Security Administration,Government Services,Social Security Office,"515 W Patterson Dr, Bloomington, IN",,,39.158210561294155,-86.54588526579478,POINT (-86.54588526579478 39.158210561294155)
,Disability Claim Services Inc,Government Services,Social Services Office,"2620 N Walnut St, Bloomington, IN",,,39.19266596873702,-86.53302570324772,POINT (-86.53302570324772 39.19266596873702)
,Adult Protective Services,Government Services,Social Services Office,"501 N Morton St, Bloomington, IN",,,39.170582,-86.53621,POINT (-86.53621 39.170582)
,Family Solutions,Government Services,Social Services Office,"1180 Liberty Dr, Bloomington, IN",,,39.151003,-86.576938,POINT (-86.576938 39.151003)
,South Central Community Action Program,Government Services,Non-profit Organization,"1500 W 15th St, Bloomington, IN",,,39.17710685,-86.55305755579975,POINT (-86.55305755579975 39.17710685)
,Habitat for Humanity of Monroe County,Government Services,Non-profit Organization,"213 E Kirkwood Ave, Bloomington, IN",,,39.1668176,-86.53158329737832,POINT (-86.53158329737832 39.1668176)
,Monroe County WIC Program,Government Services,Social Services Office,"333 E Miller Dr, Bloomington, IN",,,39.146989899331416,-86.52998628059434,POINT (-86.52998628059434 39.146989899331416)
,Bloomington City Hall,Government Services,City Government Office,"401 N Morton St, Bloomington, IN",,,39.1697339,-86.5366772,POINT (-86.5366772 39.1697339)
,City of Bloomington Utilities,Government Services,Utilities Office,"600 E Miller Dr, Bloomington, IN",,,39.146875,-86.526743,POINT (-86.526743 39.146875)
,World Foods Market,Retail & Public Services,Grocery Store,"106 E 2nd St, Bloomington, IN",,,39.16128506122449,-86.53343263265306,POINT (-86.53343263265306 39.16128506122449)
,Fresh Thyme,Retail & Public Services,Grocery Store,"2812 E 3rd St, Bloomington, IN",,,39.16328215,-86.49599495105925,POINT (-86.49599495105925 39.16328215)
,B-Town International Market,Retail & Public Services,Grocery Store,"2901 E Covenanter Dr, Bloomington, IN",,,39.1556955,-86.49480742912317,POINT (-86.49480742912317 39.1556955)
,Kroger,Retail & Public Services,Grocery Store,"528 S College Ave, Bloomington, IN",,,39.15985885,-86.53557942790022,POINT (-86.53557942790022 39.15985885)
,Bloomingfoods Co-op Market,Retail & Public Services,Grocery Store,"3220 E 3rd St, Bloomington, IN",,,39.163904,-86.4910644,POINT (-86.4910644 39.163904)
,Bloomington Farm Stop Collective,Retail & Public Services,Farm Shop,"902 W Kirkwood Ave, Bloomington, IN",,,39.16674316580055,-86.5439273674845,POINT (-86.5439273674845 39.16674316580055)
,Lakeside Market,Retail & Public Services,Grocery Store,"6050 E State Rd 45, Bloomington, IN",,,39.1862838,-86.5240522,POINT (-86.5240522 39.1862838)
,Kroger,Retail & Public Services,Grocery Store,"1825 N Kinser Pike, Bloomington, IN",,,39.18762515,-86.54005336377776,POINT (-86.54005336377776 39.18762515)
,Fresh Thyme Market,Retail & Public Services,Grocery Store,"3600 W 3rd St, Bloomington, IN",,,39.1660613,-86.57954996362508,POINT (-86.57954996362508 39.1660613)
,Kroger,Retail & Public Services,Grocery Store,"1175 S College Mall Rd, Bloomington, IN",,,39.15373875,-86.49522157943169,POINT (-86.49522157943169 39.15373875)
,Little Italy Market,Retail & Public Services,Italian Grocery Store,"421 E 3rd St #2, Bloomington, IN",,,39.1649491,-86.5287363,POINT (-86.5287363 39.1649491)
,Rong Cheng Supermarket,Retail & Public Services,Asian Grocery Store,"2646 E 10th St, Bloomington, IN",,,39.1712374,-86.5003164,POINT (-86.5003164 39.1712374)
,Apna Bazaar International Market,Retail & Public Services,Indian Grocery Store,"2556 E 3rd St, Bloomington, IN",,,39.16415343434344,-86.50215791919192,POINT (-86.50215791919192 39.16415343434344)
,Bloomingfoods Co-op Market,Retail & Public Services,Grocery Store,"316 W 6th St, Bloomington, IN",,,39.16791165,-86.53715907506235,POINT (-86.53715907506235 39.16791165)
,Bloomington Community Farmers' Market,Retail & Public Services,Farmers' Market,"401 N Morton St, Bloomington, IN",,,39.1697339,-86.5366772,POINT (-86.5366772 39.1697339)
,Kroger,Retail & Public Services,Grocery Store,"4025 S Old State Rd 37, Bloomington, IN",,,39.12028275,-86.52934020634686,POINT (-86.52934020634686 39.12028275)
,Kroger,Retail & Public Services,Grocery Store,"500 Liberty Dr, Bloomington, IN",,,39.151212,-86.576864,POINT (-86.576864 39.151212)
,La Bodega Latin Market,Retail & Public Services,Bakery,"1915 S Walnut St, Bloomington, IN",,,39.1457916927377,-86.5322322028014,POINT (-86.5322322028014 39.1457916927377)
,The Butcher's Block,Retail & Public Services,Butcher Shop,"115 S IN-46 Suite E, Bloomington, IN",,,39.1599902,-86.490383,POINT (-86.490383 39.1599902)
,4th Street International Market,Retail & Public Services,Grocery Store,"408 E 4th St, Bloomington, IN",,,39.1653589,-86.52932009299789,POINT (-86.52932009299789 39.1653589)
,Crimson Cupboard Food Pantry,Retail & Public Services,Food Bank,"800 N Union St, Bloomington, IN",,,39.17360145,-86.50882761006616,POINT (-86.50882761006616 39.17360145)
,Monroe County United Ministries,Retail & Public Services,Food Bank,"827 W 14th Ct, Bloomington, IN",,,39.175728128204376,-86.5437536665985,POINT (-86.5437536665985 39.175728128204376)
,Hoosier Hills Food Bank,Retail & Public Services,Food Bank,"2333 W Industrial Park Dr, Bloomington, IN",,,39.17507766809507,-86.56700591872043,POINT (-86.56700591872043 39.17507766809507)
,Mother Hubbards Cupboard,Retail & Public Services,Food Bank,"1100 W Allen St, Bloomington, IN",,,39.155735,-86.544477,POINT (-86.544477 39.155735)
,Community Kitchen,Retail & Public Services,Soup Kitchen,"1515 S Rogers St, Bloomington, IN",,,39.15036019069062,-86.53868127054612,POINT (-86.53868127054612 39.15036019069062)
,FUMC Wednesday Pantry,Retail & Public Services,Food Distribution Center,"219 E 4th St, Bloomington, IN",,,39.16582585,-86.53198648055685,POINT (-86.53198648055685 39.16582585)
,Bobby's Pantry Food Pantry,Retail & Public Services,Food Bank,"1010 S Walnut St A, Bloomington, IN",,,39.155374466272995,-86.53380375671252,POINT (-86.53380375671252 39.155374466272995)
,Bloomington Township Trustee Food Pantry,Retail & Public Services,Food Bank,"924 W 17th St Suite C, Bloomington, IN",,,39.179114,-86.543911,POINT (-86.543911 39.179114)
,Tabitha's Storehouse Food Pantry,Retail & Public Services,Food Bank,"421 S Curry Pike, Bloomington, IN",,,39.163635408163266,-86.58264691836735,POINT (-86.58264691836735 39.163635408163266)
,Feed The Needy - Food Distribution Center,Retail & Public Services,Food Bank,"321 N Rogers St, Bloomington, IN",,,39.16885461600526,-86.53876018057748,POINT (-86.53876018057748 39.16885461600526)
,Crestmont Community Food Pantry,Retail & Public Services,Food Bank,"1007 N Summit St, Bloomington, IN",,,39.17539935,-86.5483603965919,POINT (-86.5483603965919 39.17539935)
,"Shelter, Inc. - Food Distribution Center",Retail & Public Services,Food Bank,"919 S Rogers St, Bloomington, IN",,,39.1572247823773,-86.53858278190908,POINT (-86.53858278190908 39.1572247823773)
,Big Woods Bloomington,Restaurant,American,116 N Grant St,,,39.16713145,-86.52958997532201,POINT (-86.52958997532201 39.16713145)
,Brightside Cafe,Restaurant,Gluten Free,"101 W Kirkwood Ave Suite 021, Lower Level",,,39.1662847,-86.5342397,POINT (-86.5342397 39.1662847)
,Che Bello,Restaurant,Italian,106 W 6th St,,,39.167808,-86.53388650748555,POINT (-86.53388650748555 39.167808)
,Half Bottle Bistro,Restaurant,American,3115 S Sare Rd,,,39.13318445,-86.49778373505043,POINT (-86.49778373505043 39.13318445)
,Marco and Polo Restaurant,Restaurant,Uyghur,209 S Grant St,,,39.1652076,-86.5295993,POINT (-86.5295993 39.1652076)
,Southern Stone,Restaurant,Mexican,405 W Patterson Dr,,,-37.532739780531834,144.99324856385476,POINT (144.99324856385476 -37.532739780531834)
,Hive,Restaurant,American,2608 E 10th St,,,39.1707541,-86.5011251,POINT (-86.5011251 39.1707541)
,FARMbloomington,Restaurant,American,108 E Kirkwood Ave,,,41.56544225242719,-93.61310635922331,POINT (-93.61310635922331 41.56544225242719)
,Feast Market & Cellar,Restaurant,American,407 W Patterson Dr,,,-37.532739780531834,144.99324856385476,POINT (144.99324856385476 -37.532739780531834)
,Lennie's Brewpub,Restaurant,Brewpub,514 E Kirkwood Ave,,,39.1663999,-86.5274963,POINT (-86.5274963 39.1663999)
,Runcible Spoon,Restaurant,American,412 E 6th St,,,30.2670541,-97.7387385,POINT (-97.7387385 30.2670541)
,Vivencia Latín Flavors,Restaurant,Latin,2800 E Buick Cadillac Blvd,,,39.1577154,-86.49727255616494,POINT (-86.49727255616494 39.1577154)
,Feta Kitchen and Cafe,Restaurant,Mediterranean,600 E Hillside Dr,,,39.150280800000004,-86.52663570279259,POINT (-86.52663570279259 39.150280800000004)
,SmokeWorks Bloomington,Restaurant,American,121 N College Ave,,,39.1673149,-86.5352501161498,POINT (-86.5352501161498 39.1673149)
,Uptown Cafe,Restaurant,American,102 E Kirkwood Ave,,,41.56544274757282,-93.6132636407767,POINT (-93.6132636407767 41.56544274757282)
,Upland Brewing Co.,Restaurant,Brewpub,350 W 11th St,,,39.7825396,-86.16589426392832,POINT (-86.16589426392832 39.7825396)
,The Elm Restaurant,Restaurant,American,614 E 2nd St,,,40.63620635,-73.97726331012974,POINT (-73.97726331012974 40.63620635)
,Crazy Horse,Restaurant,American,214 W Kirkwood Ave,,,39.16688485,-86.53570447663886,POINT (-86.53570447663886 39.16688485)
,Smokin' Jack's Rib Shack,Restaurant,Barbecue,505 W 17th St,,,39.1786817,-86.5386954,POINT (-86.5386954 39.1786817)
,Blooming Thai,Restaurant,Thai,405 E 4th St,,,39.165745900000005,-86.52947146728263,POINT (-86.52947146728263 39.165745900000005)
,Chow Bar,Restaurant,Chinese,216 S Indiana Ave,,,39.1648076,-86.5271993,POINT (-86.5271993 39.1648076)
,Cafe Bali,Restaurant,Asian,210 S Grant St,,,39.165161600000005,-86.5300562,POINT (-86.5300562 39.165161600000005)
,Fat Dan's Deli,Restaurant,American,221 E Kirkwood Ave Ste 1,,,39.1669058,-86.5312914,POINT (-86.5312914 39.1669058)
,BuffaLouie's at The Gables,Restaurant,American,114 S Indiana Ave,,,39.1659572,-86.52713420018262,POINT (-86.52713420018262 39.1659572)
,Cafe Turkuaz,Restaurant,Turkish,301 E 3rd St,,,30.2653919,-97.7428231,POINT (-97.7428231 30.2653919)
,Kimu Asian Restaurant,Restaurant,Burmese,413 E 4th St,,,40.6420006,-73.9760409,POINT (-73.9760409 40.6420006)
,Le Petit Cafe,Restaurant,French,308 W 6th St,,,39.1677962,-86.53659825297382,POINT (-86.53659825297382 39.1677962)
,Siam House,Restaurant,Thai,430 E 4th St,,,40.64160975,-73.97638950450718,POINT (-73.97638950450718 40.64160975)
,Dats,Restaurant,Cajun,408 E 4th St,,,40.642112049999994,-73.9764533347408,POINT (-73.9764533347408 40.642112049999994)
,Osteria Rago,Restaurant,Italian,419 E Kirkwood Ave,,,39.16662676015101,-86.52941924706646,POINT (-86.52941924706646 39.16662676015101)
,Trojan Horse,Restaurant,Greek,100 E Kirkwood Ave,,,41.565442912621364,-93.61331606796116,POINT (-93.61331606796116 41.565442912621364)
,Uncle Wang's Alley,Restaurant,Chinese,300 E 3rd St,,,40.72101325,-73.97949872019987,POINT (-73.97949872019987 40.72101325)
,The Vault Pub,Restaurant,Bar,900 E 7th St,,,30.2665513,-97.73303094394606,POINT (-97.73303094394606 30.2665513)
,Janko's Little Zagreb,Restaurant,Steakhouse,223 W 6th St,,,43.449224,-76.512878,POINT (-76.512878 43.449224)
,Malibu Grill,Restaurant,American,106 N Walnut St,,,38.8359392,-104.83455068034019,POINT (-104.83455068034019 38.8359392)
,Social Cantina Bloomington,Restaurant,Mexican,125 N College Ave,,,39.76864479862455,-86.14571244120967,POINT (-86.14571244120967 39.76864479862455)
,Nick's English Hut,Restaurant,American,423 E Kirkwood Ave,,,39.1668531,-86.52874212500001,POINT (-86.52874212500001 39.1668531)
,C3 Bar,Restaurant,Bar,1505 S Piazza Dr,,,39.149453449999996,-86.49956168139957,POINT (-86.49956168139957 39.149453449999996)
,Riviera Maya Bloomington,Restaurant,Mexican,116 S Franklin Rd,,,39.1673914,-86.57158753762494,POINT (-86.57158753762494 39.1673914)
,Korea Restaurant,Restaurant,Korean,409 E 4th St,,,40.64207655,-73.97595423531097,POINT (-73.97595423531097 40.64207655)
,Yogi's Bloomington,Restaurant,Grill,302 N Walnut St,,,39.1687029,-86.5333932,POINT (-86.5333932 39.1687029)
,Yatagarasu - Bloomington,Restaurant,Japanese,430 E Kirkwood Ave Unit 6,,,40.660102121329366,-73.5482266929907,POINT (-73.5482266929907 40.660102121329366)
,Scenic View Restaurant,Restaurant,Brunch,4600 State Hwy 446,,,50.464884116274135,5.2501288360982015,POINT (5.2501288360982015 50.464884116274135)
,Truffles Fine Cuisine & 56 Degrees Bar,Restaurant,Fine Dining,1131 S College Mall Rd,,,39.15468575,-86.49560015511489,POINT (-86.49560015511489 39.15468575)
,DeAngelo's Italian Creole Restaurant,Restaurant,Italian,2620 E 3rd St,,,34.040090469387756,-118.20849808163265,POINT (-118.20849808163265 34.040090469387756)
,Da Vinci Pizza and Pasta,Restaurant,Italian,250 S Washington St,,,39.287942,-76.5891927051226,POINT (-76.5891927051226 39.287942)
,Cheddar's Scratch Kitchen,Restaurant,American,126 S Franklin Rd,,,39.1660289,-86.5714171,POINT (-86.5714171 39.1660289)
,La Una Cantina,Restaurant,Mexican,254 N Walnut St,,,39.16836365,-86.53323192483435,POINT (-86.53323192483435 39.16836365)
,Cozy Table,Restaurant,Family-friendly,2500 W 3rd St,,,39.833492,-75.3880446,POINT (-75.3880446 39.833492)
,Root Cellar,Restaurant,Bar,108 E Kirkwood Ave,,,41.56544225242719,-93.61310635922331,POINT (-93.61310635922331 41.56544225242719)
,Samira Restaurant,Restaurant,Afghani,100 W 6th St,,,,,
,The Orbit Room,Restaurant,Vegan,107 N College Ave #001,,,39.16691985,-86.53526701832776,POINT (-86.53526701832776 39.16691985)
,BJ's Restaurant & Brewhouse,Restaurant,American,411 S College Mall Rd,,,39.1627457,-86.49758205531376,POINT (-86.49758205531376 39.1627457)
,The Tudor Room,Restaurant,American,900 E 7th St,,,30.2665513,-97.73303094394606,POINT (-97.73303094394606 30.2665513)
,Taste of India,Restaurant,Indian,316 E 4th St,,,25.82545735,-80.27440344925142,POINT (-80.27440344925142 25.82545735)
,Asuka Steak House,Restaurant,Japanese,2632 E 3rd St,,,34.04003255102041,-118.20836853061225,POINT (-118.20836853061225 34.04003255102041)
,BRU Burger Bar Bloomington,Restaurant,Hamburger,229 S Grant St Suite 1,,,45.50717851010966,-122.67639845541511,POINT (-122.67639845541511 45.50717851010966)
,Cloverleaf Family Restaurant,Restaurant,Family-friendly,4023 W 3rd St,,,39.1640057,-86.5841895,POINT (-86.5841895 39.1640057)
,Metal Works Brewing Company,Restaurant,Brewpub,108 E 6th St,,,43.4572455,-76.5018515,POINT (-76.5018515 43.4572455)
,Little Tibet Restaurant,Restaurant,Tibetan,415 E 4th St,,,40.6419679,-73.9760349,POINT (-73.9760349 40.6419679)
,Ivy Tech Community College Bloomington,Education,,200 Daniels Way,,,40.24539291029812,-74.27432916348606,POINT (-74.27432916348606 40.24539291029812)
,The Excel Center,Education,,2088 Liberty Dr,,,36.102531701248765,-79.81710379955075,POINT (-79.81710379955075 36.102531701248765)
,The Academy of Science and Entrepreneurship,Education,Public School,444 S Patterson Dr,,,35.33487173677323,-97.47225164435535,POINT (-97.47225164435535 35.33487173677323)
,Cook Music Library,Education,Library,200 S Eagleson Ave,,,39.16534885,-86.51743911108935,POINT (-86.51743911108935 39.16534885)
,Templeton Elementary School,Education,Public School,1400 S Brenda Ave,,,39.16533,-86.52639,POINT (-86.52639 39.16533)
,Marlin Elementary School,Education,Public School,1655 E Bethel Ln,,,39.21539553625489,-86.51628592456056,POINT (-86.51628592456056 39.21539553625489)
,Education Library,Education,Library,201 N Rose Ave,,,39.16701535,-86.51250049088785,POINT (-86.51250049088785 39.16701535)
,Bloomington Montessori School,Education,Private School,1835 S Highland Ave,,,39.14446825,-86.51677889819909,POINT (-86.51677889819909 39.14446825)
,Covenant Christian School,Education,Private School,4000 E Moores Creek Rd,,,39.120071389033996,-86.48411191823976,POINT (-86.48411191823976 39.120071389033996)
,Friends of the Library Bookstore,Education,Library,303 E Kirkwood Ave,,,39.16693765,-86.530448225,POINT (-86.530448225 39.16693765)
,Union Piping Industry Training Center,Education,,1650 W Bloomfield Rd,,,42.95063622580645,-77.53260848387097,POINT (-77.53260848387097 42.95063622580645)
,Acadis by Vector Solutions,Education,,101 W Kirkwood Ave Suite 200,,,39.1662847,-86.5342397,POINT (-86.5342397 39.1662847)
,Highland Park Elementary School,Education,Public School,900 S Park Square Dr,,,39.156741,-86.591861,POINT (-86.591861 39.156741)
,The Lilly Library,Education,Library,1200 E 7th St,,,39.167913549999994,-86.51898175,POINT (-86.51898175 39.167913549999994)
,Hoosier Hills Career Center,Education,,3070 N Prow Rd,,,39.197733297450604,-86.55206746207621,POINT (-86.55206746207621 39.197733297450604)
,Binford Elementary School,Education,Public School,2300 E 2nd St,,,40.59327355,-73.9691260465438,POINT (-73.9691260465438 40.59327355)
,Wolverine Fight System,Education,,116 1/2 S College Ave Suite 11,,,39.1583322,-86.5350232,POINT (-86.5350232 39.1583322)
,IUB Business / SPEA Library,Education,Library,1315 East 10th Street,,,40.61709245,-73.96448375,POINT (-73.96448375 40.61709245)
,Monroe County Community School Corporation,Education,Public School,315 E North Dr,,,39.14448801846578,-86.52947895452469,POINT (-86.52947895452469 39.14448801846578)
,Fairview Elementary School,Education,Public School,500 W 7th St,,,42.099034,-79.24856586938469,POINT (-79.24856586938469 42.099034)
,BMG Aviation,Education,,952 S Kirby Rd,,,39.15639506900914,-86.61052547193955,POINT (-86.61052547193955 39.15639506900914)
